LinkS;TranspS;Instance;Demands;UB;LB;GAP;Time;OF;Formulation;CD;OSNR;GNpy;Bands;Reinforcements;Cuts;Prepro;PreproTime;Variables;Constraints;v0;preproC;Paths;FeasibleC;InfeasibleC;OnlyOsnrC;OnlyReachC;FeasibleL;InfeasibleL;OnlyOsnrL;OnlyReachL;ads;dcb;llb;nlus;slus;suld;trl;tus;tase
1x;efficient;European_18_40;100-b;86.000000;39.000000;54.651163;14400.132000;8;0;1;1;0;1;0;0;2;36.456839;110693;166200;689308;0;0;0;0;0;0;21993;-16764879;2;0;100;100;0;86;2652;244;138657.000000;1452;98400.000000
1.5x;maxData200;German_17_26;90-b;135.000000;34.113990;74.730378;14400.264000;8;0;1;1;0;1;0;0;2;48.602022;245094;187650;386707;0;0;0;0;0;0;22008;13617;2;0;90;90;0;135;3250;300;54349.000000;1133;59116.666667
1x;efficient;European_18_40;80-b;1065.000000;1065.000000;0.000000;8.107000;3;0;1;1;0;1;0;0;2;20.586525;96459;107280;415541;0;0;0;0;0;0;21887;-65487;1;0;80;80;0;80;2692;185;118840.000000;1065;76600.000000
1x;efficient;Nsfnet_14_21;90-b;939.000000;939.000000;0.000000;8.692000;3;0;1;1;0;1;0;0;2;10.845638;71796;100620;268404;0;0;0;0;0;0;21876;53;1;0;90;90;0;90;1727;196;217300.000000;939;109800.000000
1x;efficient;Nsfnet_14_21;50-b;486.000000;486.000000;0.000000;1.415000;3;0;1;1;0;1;0;0;2;1.873611;22293;31900;82707;0;0;0;0;0;0;21855;-65480;1;0;50;50;0;50;965;105;116400.000000;486;59783.333333
1x;efficient;European_18_40;60-b;759.000000;759.000000;0.000000;2.979000;3;0;1;1;0;1;0;0;2;8.109979;46537;61260;241463;0;0;0;0;0;0;22058;12337;2;0;60;60;0;60;1992;131;81224.000000;759;54766.666667
1x;random;European_18_40;50;477.000000;477.000000;0.000000;2.289000;3;0;1;1;0;1;0;0;2;4.846622;39866;43050;160134;0;0;0;0;0;0;22036;13105;2;0;50;50;0;50;1521;108;67533.000000;477;38683.333333
1x;efficient;Nsfnet_14_21;80-b;-1.000000;-1.000000;0.000000;3.987000;8;0;1;1;0;1;0;0;2;7.516144;56353;79920;212448;0;0;0;0;0;0;21853;50;1;0;0;0;0;-1705249040;21853;1;0.000000;0;0.000000
1x;efficient;Nsfnet_14_21;60;-1.000000;-1.000000;0.000000;1.542000;8;0;1;1;0;1;0;0;2;3.303216;33774;45540;117427;0;0;0;0;0;0;21848;-65483;1;0;-1;-1;-1;-463808736;21848;1;-nan;-1;0.000000
1x;efficient;European_18_40;70-b;36.000000;26.000000;27.777778;14400.070000;8;0;1;1;0;1;0;0;2;13.422972;52858;82740;339143;0;0;0;0;0;0;22086;-65486;1;0;70;70;0;36;1204;156;87784.000000;924;62983.333333
1x;efficient;German_17_26;80;-1.000000;-1.000000;0.000000;97.623000;8;0;1;1;0;1;0;0;2;14.723906;51301;99760;281500;0;0;0;0;0;0;22040;53;1;0;0;0;0;29873904;22040;1;0.000000;0;0.000000
1x;efficient;German_17_26;70;-1.000000;-1.000000;0.000000;51.060000;8;0;1;1;0;1;0;0;2;10.449168;43811;76790;210990;0;0;0;0;0;0;22051;12337;2;0;0;0;0;973924080;22051;1;0.000000;0;0.000000
1x;random;European_18_40;80-b;822.000000;822.000000;0.000000;10.849000;3;0;1;1;0;1;0;0;2;21.926071;130621;107280;381379;0;0;0;0;0;0;22016;-65487;1;0;80;80;0;80;2641;184;119625.000000;822;67166.666667
1x;efficient;European_18_40;70;972.000000;972.000000;0.000000;9.935000;3;0;1;1;0;1;0;0;2;13.360306;54683;82670;337317;0;0;0;0;0;0;22095;-16764879;2;0;70;70;0;70;2192;164;103291.000000;972;66416.666667
1.5x;maxData200;German_17_26;70-b;61.000000;22.243902;63.534586;14400.106000;8;0;1;1;0;1;0;0;2;22.077894;116396;114450;265805;0;0;0;0;0;0;22044;12337;2;0;70;70;0;61;1463;222;36004.000000;811;42583.333333
1x;efficient;Nsfnet_14_21;70-b;-1.000000;-1.000000;0.000000;3.594000;8;0;1;1;0;1;0;0;2;5.500849;43506;61530;162295;0;0;0;0;0;0;21921;13361;2;0;0;0;0;25921264;21921;1;0.000000;0;0.000000
1x;efficient;Nsfnet_14_21;20;225.000000;225.000000;0.000000;0.390000;3;0;1;1;0;1;0;0;2;0.156211;4143;5560;12657;0;0;0;0;0;0;21881;3145779;1;0;20;20;0;20;366;50;56700.000000;225;27383.333333
1x;efficient;European_18_40;50;30.000000;23.000000;23.333333;14400.028000;8;0;1;1;0;1;0;0;2;4.383672;26494;43100;173507;0;0;0;0;0;0;22033;13105;2;0;50;50;0;30;810;113;69556.000000;666;45316.666667
1x;efficient;Nsfnet_14_21;40-b;-1.000000;-1.000000;0.000000;0.485000;8;0;1;1;0;1;0;0;2;0.900960;12482;20760;54719;0;0;0;0;0;0;22100;50;1;0;0;0;0;512554784;22100;1;0.000000;0;0.000000
1x;efficient;German_17_26;50-b;-1.000000;-1.000000;0.000000;6.164000;8;0;1;1;0;1;0;0;2;3.580585;20161;39850;109840;0;0;0;0;0;0;21948;54;1;0;0;32;0;-1722379760;21948;1;0.000000;2705;0.000000
1x;efficient;German_17_26;20;-1.000000;-1.000000;0.000000;0.179000;8;0;1;1;0;1;0;0;2;0.224175;3211;6940;17590;0;0;0;0;0;0;22058;55;1;0;0;0;0;1502996544;22058;1;0.000000;0;0.000000
1x;efficient;European_18_40;30-b;30.000000;30.000000;0.000000;2.844000;8;0;1;1;0;1;0;0;2;0.944290;8626;16260;63375;0;0;0;0;0;0;0;-1133871366;0;0;30;30;0;30;716;73;36584.000000;438;27466.666667
1x;efficient;Nsfnet_14_21;30-b;-1.000000;-1.000000;0.000000;0.310000;8;0;1;1;0;1;0;0;2;0.400676;7453;11970;30348;0;0;0;0;0;0;21945;3145778;1;0;0;0;0;1149745152;21945;1;0.000000;0;0.000000
1x;random;European_18_40;10;68.000000;68.000000;0.000000;0.033000;3;0;1;1;0;1;0;0;2;0.033882;649;2210;7351;0;0;0;0;0;0;22101;808333362;4;0;10;10;0;10;112;18;9434.000000;68;6050.000000
1x;efficient;German_17_26;40-b;-1.000000;-1.000000;0.000000;1.102000;3;0;1;1;0;1;0;0;2;1.945706;17605;25840;65595;0;0;0;0;0;0;21900;56;1;0;0;32;0;798634512;21900;1;0.000000;2705;0.000000
1x;random;European_18_40;60;37.000000;16.218978;56.164924;14400.106000;8;0;1;1;0;1;0;0;2;9.335152;76364;61320;211637;0;0;0;0;0;0;22062;51;1;0;60;60;0;37;1154;158;90346.000000;747;54100.000000
1x;random;European_18_40;60-b;25.000000;14.414058;42.343768;14400.123000;8;0;1;1;0;1;0;0;2;9.471521;66939;61320;221062;0;0;0;0;0;0;22059;12337;2;0;60;60;0;25;837;143;89246.000000;666;52483.333333
1x;random;European_18_40;90;849.000000;849.000000;0.000000;16.055000;3;0;1;1;0;1;0;0;2;30.390358;137086;135090;510914;0;0;0;0;0;0;21938;-65486;1;0;90;90;0;90;3072;185;118001.000000;849;71150.000000
1x;efficient;Nsfnet_14_21;50;-1.000000;-1.000000;0.000000;1.446000;8;0;1;1;0;1;0;0;2;1.895335;19861;31950;85140;0;0;0;0;0;0;21870;-16763855;2;0;-1;-1;-1;-1480394976;21870;1;0.000000;0;0.000000
1x;efficient;German_17_26;20;-1.000000;-1.000000;0.000000;0.386000;3;0;1;1;0;1;0;0;2;0.242128;3210;6920;17590;0;0;0;0;0;0;22012;55;1;0;0;0;0;-1635768256;22012;1;0.000000;0;0.000000
1x;efficient;European_18_40;30;24.000000;24.000000;0.000000;57.608000;8;0;1;1;0;1;0;0;2;1.026940;8201;16260;63800;0;0;0;0;0;0;21876;989868337;2;0;30;30;0;24;573;74;41520.000000;444;29516.666667
1.5x;maxData200;German_17_26;50;443.000000;443.000000;0.000000;4.354000;3;0;1;1;0;1;0;0;2;7.395183;49281;59200;145719;0;0;0;0;0;0;21905;55;1;0;50;50;0;75;1677;126;21244.000000;443;25416.666667
1x;efficient;Nsfnet_14_21;100-b;1086.000000;1086.000000;0.000000;41.644000;3;0;1;1;0;1;0;0;2;16.350971;94882;123800;325118;0;0;0;0;0;0;21943;12593;2;0;100;100;0;100;1939;235;263000.000000;1086;129133.333333
1x;efficient;European_18_40;70-b;774.000000;774.000000;0.000000;5.397000;3;0;1;1;0;1;0;0;2;13.395508;52857;82670;339143;0;0;0;0;0;0;21946;-65486;1;0;70;70;0;70;2316;131;84089.000000;774;59083.333333
1.5x;maxData200;German_17_26;20;189.000000;189.000000;0.000000;0.512000;3;0;1;1;0;1;0;0;2;0.522716;7895;10180;23305;0;0;0;0;0;0;21918;55;1;0;20;20;0;30;556;53;9460.000000;189;11133.333333
1x;random;European_18_40;100-b;1043.000000;1043.000000;0.000000;26.153000;3;0;1;1;0;1;0;0;2;42.597012;188214;166100;611786;0;0;0;0;0;0;22023;-16764879;2;0;100;100;0;100;3506;227;139612.000000;1043;83150.000000
1x;efficient;European_18_40;100;51.000000;25.363636;50.267380;14400.268000;8;0;1;1;0;1;0;0;2;39.551587;159887;166200;640114;0;0;0;0;0;0;22004;-16763599;2;0;100;100;0;51;1735;239;145922.000000;1368;95483.333333
1x;efficient;German_17_26;40-b;-1.000000;-1.000000;0.000000;5.732000;8;0;1;1;0;1;0;0;2;1.938774;17606;25880;65595;0;0;0;0;0;0;21990;56;1;0;0;32;0;-441351664;21990;1;0.000000;2705;0.000000
1.5x;maxData200;German_17_26;70-b;645.000000;645.000000;0.000000;9.927000;3;0;1;1;0;1;0;0;2;22.128352;116395;114380;265805;0;0;0;0;0;0;22056;12337;2;0;70;70;0;105;2214;180;31444.000000;645;37033.333333
1x;efficient;German_17_26;100;-1.000000;-1.000000;0.000000;11.825000;3;0;1;1;0;1;0;0;2;27.850145;72960;154600;447040;0;0;0;0;0;0;21938;12337;2;0;0;0;0;1849059056;21938;1;0.000000;0;0.000000
1x;efficient;German_17_26;10-b;-1.000000;-1.000000;0.000000;0.007000;3;0;1;1;0;1;0;0;2;0.019970;355;1960;4845;0;0;0;0;0;0;808465467;808333371;808333371;892809264;892809264;808333371;892809264;825964810;925973296;842741307;0.000000;808464434;0.000000
1.5x;maxData200;German_17_26;90;135.000000;25.741259;80.932401;14400.209000;8;0;1;1;0;1;0;0;2;42.418028;187450;187650;444351;0;0;0;0;0;0;22084;13873;2;0;90;90;0;135;3035;282;45801.000000;1037;53416.666667
1.5x;maxData200;German_17_26;100-b;150.000000;34.576531;76.948980;14400.321000;8;0;1;1;0;1;0;0;2;62.769859;269002;231000;510999;0;0;0;0;0;0;21923;12593;2;0;100;100;0;150;3469;330;57708.000000;1232;64616.666667
1x;efficient;European_18_40;90;42.000000;24.000000;42.857143;14400.202000;8;0;1;1;0;1;0;0;2;25.045619;81091;135180;566910;0;0;0;0;0;0;21875;-65486;1;0;90;90;0;42;1408;196;116546.000000;1176;81050.000000
1x;efficient;German_17_26;50;48.000000;48.000000;0.000000;2678.544000;8;0;1;1;0;1;0;0;2;3.404698;17776;39850;112225;0;0;0;0;0;0;21890;54;1;0;50;50;0;48;995;132;20987.000000;792;27916.666667
1x;efficient;German_17_26;40;-1.000000;-1.000000;0.000000;4.753000;8;0;1;1;0;1;0;0;2;1.923211;14631;25880;68570;0;0;0;0;0;0;21896;12337;2;0;0;32;0;-4988432;21896;1;0.000000;2705;0.000000
1x;random;European_18_40;30;345.000000;345.000000;0.000000;0.749000;3;0;1;1;0;1;0;0;2;1.092898;13828;16230;58172;0;0;0;0;0;0;0;-1133871366;0;0;30;30;0;30;722;68;39412.000000;345;25066.666667
1.5x;maxData200;German_17_26;70;95.000000;24.715328;73.983865;14400.151000;8;0;1;1;0;1;0;0;2;20.937710;122915;114450;259286;0;0;0;0;0;0;21993;12337;2;0;70;70;0;95;2124;229;36346.000000;839;43350.000000
1x;efficient;Nsfnet_14_21;90-b;84.000000;54.000000;35.714286;14400.043000;8;0;1;1;0;1;0;0;2;10.806741;71797;100710;268404;0;0;0;0;0;0;21935;53;1;0;90;90;0;84;1572;207;225200.000000;978;113600.000000
1x;efficient;European_18_40;60-b;36.000000;25.000000;30.555556;14400.058000;8;0;1;1;0;1;0;0;2;8.106896;46538;61320;241463;0;0;0;0;0;0;21966;12337;2;0;60;60;0;36;1080;137;82358.000000;795;55950.000000
1x;efficient;European_18_40;70;54.000000;29.526484;45.321325;14400.159000;8;0;1;1;0;1;0;0;2;13.637613;54684;82740;337317;0;0;0;0;0;0;21951;-16764879;2;0;70;70;0;54;1782;181;107156.000000;1074;70066.666667
1x;efficient;Nsfnet_14_21;70-b;-1.000000;-1.000000;0.000000;2.704000;3;0;1;1;0;1;0;0;2;5.452862;43505;61460;162295;0;0;0;0;0;0;22008;13361;2;0;0;0;0;-2119969040;22008;1;0.000000;0;0.000000
1x;efficient;German_17_26;70;-1.000000;-1.000000;0.000000;2.918000;3;0;1;1;0;1;0;0;2;10.508362;43810;76720;210990;0;0;0;0;0;0;22033;12337;2;0;0;0;0;2064033520;22033;1;0.000000;0;0.000000
1x;efficient;European_18_40;40-b;24.000000;24.000000;0.000000;414.943000;8;0;1;1;0;1;0;0;2;2.369385;19741;28080;108260;0;0;0;0;0;0;21900;14385;2;0;40;40;0;24;709;93;54600.000000;558;36366.666667
1x;efficient;European_18_40;50-b;657.000000;657.000000;0.000000;2.831000;3;0;1;1;0;1;0;0;2;4.748916;32562;43050;167438;0;0;0;0;0;0;21896;14385;2;0;50;50;0;50;1535;111;72715.000000;657;47950.000000
1.5x;maxData200;German_17_26;90;838.000000;838.000000;0.000000;16.100000;3;0;1;1;0;1;0;0;2;42.728547;187449;187560;444351;0;0;0;0;0;0;21957;13873;2;0;90;90;0;135;3289;231;41295.000000;838;46883.333333
1x;random;European_18_40;60;634.000000;634.000000;0.000000;5.731000;3;0;1;1;0;1;0;0;2;9.481438;76363;61260;211637;0;0;0;0;0;0;22088;51;1;0;60;60;0;60;1844;136;88636.000000;634;51516.666667
1x;random;European_18_40;10-b;6.000000;6.000000;0.000000;0.075000;8;0;1;1;0;1;0;0;2;0.046873;1782;2220;6219;0;0;0;0;0;0;22052;808333362;4;0;10;10;0;6;72;19;10324.000000;72;6083.333333
1x;efficient;German_17_26;30-b;-1.000000;-1.000000;0.000000;0.953000;8;0;1;1;0;1;0;0;2;0.763953;9051;14910;37750;0;0;0;0;0;0;21955;-16763599;2;0;-1;-1;-1;-1744968464;21955;1;0.000000;2960;0.000000
1x;efficient;European_18_40;100-b;1368.000000;1368.000000;0.000000;12.755000;3;0;1;1;0;1;0;0;2;36.380364;110692;166100;689308;0;0;0;0;0;0;21892;-16764879;2;0;100;100;0;100;3310;230;136258.000000;1368;95883.333333
1x;efficient;European_18_40;90;1110.000000;1110.000000;0.000000;7.623000;3;0;1;1;0;1;0;0;2;24.994351;81090;135090;566910;0;0;0;0;0;0;22000;-65486;1;0;90;90;0;90;2812;185;115951.000000;1110;79466.666667
1.5x;maxData200;German_17_26;30;301.000000;301.000000;0.000000;1.474000;3;0;1;1;0;1;0;0;2;1.724701;22302;22020;47898;0;0;0;0;0;0;22045;13361;2;0;30;30;0;45;739;82;14809.000000;301;16750.000000
1x;efficient;Nsfnet_14_21;70;747.000000;747.000000;0.000000;3.863000;3;0;1;1;0;1;0;0;2;4.911281;37597;61460;168203;0;0;0;0;0;0;22035;56;1;0;70;70;0;70;1381;148;160100.000000;747;81400.000000
1.5x;maxData200;German_17_26;10-b;107.000000;107.000000;0.000000;0.077000;3;0;1;1;0;1;0;0;2;0.062672;2123;2840;5677;0;0;0;0;0;0;808598324;808464955;993013808;859518513;10;10;0;15;163;29;5072.000000;107;5916.666667
1.5x;maxData200;German_17_26;90-b;947.000000;947.000000;0.000000;47.221000;3;0;1;1;0;1;0;0;2;51.689221;245093;187560;386707;0;0;0;0;0;0;22079;13617;2;0;90;90;0;135;3198;253;48453.000000;947;52266.666667
1.5x;maxData200;German_17_26;80;803.000000;803.000000;0.000000;22.660000;3;0;1;1;0;1;0;0;2;35.429114;171624;148720;327576;0;0;0;0;0;0;22021;53;1;0;80;80;0;120;2773;217;40716.000000;803;44866.666667
1x;efficient;Nsfnet_14_21;40-b;-1.000000;-1.000000;0.000000;0.725000;3;0;1;1;0;1;0;0;2;0.999836;12481;20720;54719;0;0;0;0;0;0;21935;50;1;0;0;0;0;-1517955296;21935;1;0.000000;0;0.000000
1x;efficient;Nsfnet_14_21;50;-1.000000;-1.000000;0.000000;1.460000;3;0;1;1;0;1;0;0;2;1.955242;19860;31900;85140;0;0;0;0;0;0;21972;-16763855;2;0;-1;-1;-1;-898357472;21972;1;0.000000;0;0.000000
1x;random;European_18_40;20-b;12.000000;12.000000;0.000000;1.688000;8;0;1;1;0;1;0;0;2;0.374715;6862;7640;25139;0;0;0;0;0;0;0;-1133871366;0;0;20;20;0;12;243;50;25199.000000;198;14416.666667
1x;efficient;European_18_40;20-b;228.000000;228.000000;0.000000;0.411000;3;0;1;1;0;1;0;0;2;0.289397;3015;7620;28985;0;0;0;0;0;0;0;-1133871366;0;0;20;20;0;20;362;38;21259.000000;228;16283.333333
1x;random;European_18_40;50-b;469.000000;469.000000;0.000000;5.413000;3;0;1;1;0;1;0;0;2;5.673650;51094;43050;148906;0;0;0;0;0;0;22048;14385;2;0;50;50;0;50;1612;111;73407.000000;469;41250.000000
1x;efficient;Nsfnet_14_21;70;66.000000;66.000000;0.000000;2358.021000;8;0;1;1;0;1;0;0;2;4.906016;37598;61530;168203;0;0;0;0;0;0;21884;56;1;0;70;70;0;66;1291;160;169300.000000;786;85833.333333
1x;efficient;German_17_26;100-b;-1.000000;-1.000000;0.000000;355.796000;8;0;1;1;0;1;0;0;2;30.177383;114856;154700;405145;0;0;0;0;0;0;21975;57;1;0;0;0;0;-1519663376;21975;1;0.000000;0;0.000000
1.5x;maxData200;German_17_26;30;26.000000;26.000000;0.000000;11440.359000;8;0;1;1;0;1;0;0;2;1.781794;22303;22050;47898;0;0;0;0;0;0;21967;13361;2;0;30;30;0;26;516;97;16486.000000;359;18883.333333
1x;random;European_18_40;70;43.000000;21.183673;50.735643;14400.104000;8;0;1;1;0;1;0;0;2;14.095304;86693;82740;305308;0;0;0;0;0;0;22080;-16764879;2;0;70;70;0;43;1483;191;113103.000000;939;65866.666667
1.5x;efficient;German_17_26;10;174.000000;174.000000;0.000000;0.058000;3;0;1;1;0;1;0;0;2;0.058428;1090;2840;6710;0;0;0;0;0;0;993016624;925904944;808729392;774912816;10;10;0;15;256;29;5643.000000;174;6666.666667
1.5x;efficient;Nsfnet_14_21;90;924.000000;924.000000;0.000000;11.324000;3;0;1;1;0;1;0;0;2;24.745679;116460;150165;393840;0;0;0;0;0;0;21938;53;1;0;90;90;0;135;2775;199;228900.000000;924;113083.333333
1x;random;European_18_40;100;100.000000;19.387826;80.612174;14400.215000;8;0;1;1;0;1;0;0;2;41.901323;202124;166200;597877;0;0;0;0;0;0;22066;-16763599;2;0;100;100;0;100;3499;254;149513.000000;1107;85116.666667
2x;maxData200;German_17_26;10;103.000000;103.000000;0.000000;0.130000;3;0;1;1;0;1;0;0;2;0.116723;2986;3720;7414;0;0;0;0;0;0;808598324;808464955;993013808;859518513;10;10;0;20;237;28;5366.000000;103;6016.666667
1.5x;efficient;Nsfnet_14_21;20-b;-1.000000;-1.000000;0.000000;0.258000;8;0;1;1;0;1;0;0;2;0.263487;4620;8190;20581;0;0;0;0;0;0;21921;12849;2;0;0;0;0;-52262912;21921;1;0.000000;0;0.000000
2x;maxData200;German_17_26;80;803.000000;803.000000;0.000000;25.354000;3;0;1;1;0;1;0;0;2;57.641307;230264;197760;435336;0;0;0;0;0;0;21989;57;1;0;80;80;0;160;3706;217;40393.000000;803;44666.666667
1.5x;efficient;German_17_26;40;654.000000;654.000000;0.000000;2.268000;3;0;1;1;0;1;0;0;2;4.387460;22990;38360;101810;0;0;0;0;0;0;21985;12337;2;0;40;40;0;60;1299;109;20071.000000;654;24500.000000
2x;maxData200;German_17_26;40-b;417.000000;417.000000;0.000000;3.642000;3;0;1;1;0;1;0;0;2;7.314601;55260;50880;111140;0;0;0;0;0;0;21971;54;1;0;40;40;0;80;1619;113;20695.000000;417;23333.333333
1.5x;efficient;European_18_40;60;801.000000;801.000000;0.000000;4.320000;3;0;1;1;0;1;0;0;2;21.872983;65609;91260;366391;0;0;0;0;0;0;22047;-65479;1;0;60;60;0;90;2954;137;82535.000000;801;56550.000000
1x;random;European_18_40;90;42.000000;18.239362;56.572948;14400.174000;8;0;1;1;0;1;0;0;2;30.948595;137087;135180;510914;0;0;0;0;0;0;22074;-65486;1;0;90;90;0;42;1403;216;124772.000000;976;75750.000000
1.5x;efficient;European_18_40;30;24.000000;24.000000;0.000000;23.530000;8;0;1;1;0;1;0;0;2;2.324847;13121;24060;94880;0;0;0;0;0;0;22020;12593;2;0;30;30;0;24;590;76;42527.000000;456;29850.000000
1.5x;efficient;German_17_26;50-b;804.000000;804.000000;0.000000;4.733000;3;0;1;1;0;1;0;0;2;8.645991;31360;59200;163640;0;0;0;0;0;0;21974;49;1;0;50;50;0;75;1744;134;24278.000000;804;30783.333333
1.5x;efficient;European_18_40;70;972.000000;972.000000;0.000000;9.008000;3;0;1;1;0;1;0;0;2;30.004467;84013;123270;503987;0;0;0;0;0;0;22081;-16764879;2;0;70;70;0;105;3637;164;103129.000000;972;66416.666667
2x;maxData200;Nsfnet_14_21;10;12.000000;12.000000;0.000000;0.116000;8;0;1;1;0;1;0;0;2;0.070986;1598;3000;6803;0;0;0;0;0;0;0;-755914244;0;0;10;10;0;12;99;21;25300.000000;92;11983.333333
1.5x;efficient;German_17_26;30-b;504.000000;504.000000;0.000000;1.534000;3;0;1;1;0;1;0;0;2;1.890371;14480;22020;55720;0;0;0;0;0;0;21993;13873;2;0;30;30;0;45;987;84;15388.000000;504;18183.333333
1x;efficient;European_18_40;40;27.000000;27.000000;0.000000;6102.341000;8;0;1;1;0;1;0;0;2;2.320035;17679;28080;110322;0;0;0;0;0;0;21883;50;1;0;40;40;0;27;741;100;52143.000000;588;37250.000000
1.5x;efficient;European_18_40;30-b;30.000000;30.000000;0.000000;3.350000;8;0;1;1;0;1;0;0;2;2.139667;13801;24060;94200;0;0;0;0;0;0;21997;12849;2;0;30;30;0;30;644;76;37425.000000;456;27866.666667
1.5x;maxData200;German_17_26;80;120.000000;27.923077;76.730769;14400.192000;8;0;1;1;0;1;0;0;2;34.826300;171625;148800;327576;0;0;0;0;0;0;21956;53;1;0;80;80;0;120;2721;259;44996.000000;968;50466.666667
1.5x;efficient;German_17_26;40-b;684.000000;684.000000;0.000000;4.776000;3;0;1;1;0;1;0;0;2;4.721610;27665;38360;97135;0;0;0;0;0;0;22049;56;1;0;40;40;0;60;1285;114;20756.000000;684;24866.666667
2x;maxData200;Nsfnet_14_21;80-b;836.000000;836.000000;0.000000;9.520000;3;0;1;1;0;1;0;0;2;32.073099;122015;158320;415585;0;0;0;0;0;0;22048;52;1;0;80;80;0;160;3295;181;185100.000000;836;88900.000000
1.5x;efficient;German_17_26;80;1302.000000;1302.000000;0.000000;66.208000;3;0;1;1;0;1;0;0;2;35.503992;78660;148720;420540;0;0;0;0;0;0;22053;53;1;0;80;80;0;120;2811;217;40416.000000;1302;50216.666667
2x;maxData200;Nsfnet_14_21;20;220.000000;220.000000;0.000000;0.474000;3;0;1;1;0;1;0;0;2;0.603292;9065;10780;24535;0;0;0;0;0;0;0;-1133871366;0;808464430;20;20;0;40;732;49;55600.000000;220;25350.000000
1x;efficient;German_17_26;90;84.000000;41.052632;51.127820;14400.060000;8;0;1;1;0;1;0;0;2;20.763084;72251;125730;348950;0;0;0;0;0;0;22027;12593;2;0;90;90;0;84;2081;262;44466.000000;1572;55583.333333
1.5x;efficient;Nsfnet_14_21;60;-1.000000;-1.000000;0.000000;3.244000;8;0;1;1;0;1;0;0;2;7.388465;51474;67770;175327;0;0;0;0;0;0;22059;13105;2;0;0;0;0;21759728;22059;1;0.000000;0;0.000000
1.5x;efficient;European_18_40;10-b;6.000000;6.000000;0.000000;0.034000;8;0;1;1;0;1;0;0;2;0.086695;1539;3220;10462;0;0;0;0;0;0;21970;808333362;4;0;10;10;0;6;114;21;10695.000000;114;8183.333333
2x;maxData200;German_17_26;20-b;14.000000;14.000000;0.000000;100.066000;8;0;1;1;0;1;0;0;2;0.913632;12720;13460;28881;0;0;0;0;0;0;21887;56;1;0;20;20;0;14;260;55;9880.000000;202;11100.000000
2x;maxData200;Nsfnet_14_21;50-b;452.000000;452.000000;0.000000;2.050000;3;0;1;1;0;1;0;0;2;7.434159;48062;62950;161938;0;0;0;0;0;0;21891;52;1;0;50;50;0;100;2058;104;114100.000000;452;54083.333333
2x;maxData200;Nsfnet_14_21;20-b;32.000000;32.000000;0.000000;2.724000;8;0;1;1;0;1;0;0;2;0.492963;7225;10800;26376;0;0;0;0;0;0;0;-1133871366;0;993213238;20;20;0;32;416;56;49700.000000;243;24366.666667
1.5x;maxData200;German_17_26;80-b;120.000000;30.461988;74.615010;14400.248000;8;0;1;1;0;1;0;0;2;35.784657;195251;148800;303950;0;0;0;0;0;0;21908;13105;2;0;80;80;0;120;2716;270;45571.000000;1019;50866.666667
2x;maxData200;German_17_26;60-b;551.000000;551.000000;0.000000;6.530000;3;0;1;1;0;1;0;0;2;21.996463;105742;112320;268658;0;0;0;0;0;0;21950;49;1;0;60;60;0;120;2554;153;26433.000000;551;31216.666667
2x;maxData200;Nsfnet_14_21;80;884.000000;884.000000;0.000000;6.665000;3;0;1;1;0;1;0;0;2;28.709517;107946;158320;429654;0;0;0;0;0;0;21903;12593;2;0;80;80;0;160;3340;184;180400.000000;884;86100.000000
1.5x;efficient;German_17_26;20;318.000000;318.000000;0.000000;0.314000;3;0;1;1;0;1;0;0;2;0.518471;5350;10180;25850;0;0;0;0;0;0;21863;55;1;0;20;20;0;30;526;53;9471.000000;318;11583.333333
1x;random;European_18_40;80-b;71.000000;18.149940;74.436704;14400.174000;8;0;1;1;0;1;0;0;2;21.637045;130622;107360;381379;0;0;0;0;0;0;22053;-65487;1;0;80;80;0;71;1866;212;121567.000000;937;70050.000000
1x;efficient;European_18_40;80-b;48.000000;23.777948;50.462608;14400.235000;8;0;1;1;0;1;0;0;2;21.588062;96460;107360;415541;0;0;0;0;0;0;21942;-65487;1;0;80;80;0;48;1659;202;122579.000000;1161;79866.666667
1.5x;efficient;Nsfnet_14_21;60;-1.000000;-1.000000;0.000000;2.578000;3;0;1;1;0;1;0;0;2;7.361435;51473;67710;175327;0;0;0;0;0;0;21948;13105;2;0;0;0;0;696350448;21948;1;0.000000;0;0.000000
1.5x;maxData200;German_17_26;40;27.000000;16.212581;39.953402;14400.087000;8;0;1;1;0;1;0;0;2;4.837767;47252;38400;77549;0;0;0;0;0;0;21979;12337;2;0;40;40;0;27;630;117;21370.000000;436;23450.000000
1.5x;efficient;European_18_40;50-b;30.000000;30.000000;0.000000;1424.364000;8;0;1;1;0;1;0;0;2;10.646718;50538;64100;249463;0;0;0;0;0;0;22061;-65486;1;0;50;50;0;30;949;125;74081.000000;741;49633.333333
1.5x;efficient;German_17_26;40;48.000000;48.000000;0.000000;5307.176000;8;0;1;1;0;1;0;0;2;4.415683;22991;38400;101810;0;0;0;0;0;0;21936;12337;2;0;40;40;0;48;1000;115;20445.000000;690;25183.333333
1.5x;maxData200;German_17_26;100;136.000000;27.670968;79.653700;14400.099000;8;0;1;1;0;1;0;0;2;58.341334;226109;231000;553892;0;0;0;0;0;0;21947;56;1;0;100;100;0;136;3134;306;50262.000000;1108;59550.000000
